rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
SEMA3A-PLEXIN REPULSION SIGNALING BY INHIBITING INTEGRIN ADHESION%REACTOME DATABASE ID RELEASE 38%399955	SEMA3A-PLEXIN REPULSION SIGNALING BY INHIBITING INTEGRIN ADHESION	0.508443819525811	0.79119850345425	1	91584,5879,8829,6237,9855,7094,5361,2534,55558,27289,10371,5362,23396
GANGLION DEVELOPMENT%GOBP%GO:0061548	GANGLION DEVELOPMENT	0.508627609363447	0.79119850345425	-1	8829,8633,8828,10381,51804,7976,6405,1499,8929,5458,10371,3642
SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.3	SEMA3A PAK DEPENDENT AXON REPULSION	0.518133925935111	0.798591739055951	-1	91584,5879,8829,3984,5058,3320,5063,5361,1072,2534,55558,10371,3326,5062,5362
SNRNA TRANSCRIPTION%GOBP%GO:0009301	SNRNA TRANSCRIPTION	0.52416619183535	0.800149899671199	1	6619,6621,23379,79664,22936,6617,79871,10302,8178,1022,10208,84524
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:1902165	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR	0.528670469425614	0.800149899671199	-1	4282,6880,972,51499,960,51616,25946,23028,23411,6154,3622
PID_ANTHRAX_PATHWAY%MSigdb_C2%PID_ANTHRAX_PATHWAY	PID_ANTHRAX_PATHWAY	0.535891729045478	0.803837593568216	1	118429,6416,5595,5594,5604,5606,5609,84168,5605,5608
DOXORUBICIN METABOLISM PATHWAY%SMPDB%SMP0000650	DOXORUBICIN METABOLISM PATHWAY	0.565153532605811	0.840228260865276	1	10327,5447,9429,10928,374291,4722,4720,4363,1728,873,4846
SPHINGOMYELIN METABOLIC PROCESS%GOBP%GO:0006684	SPHINGOMYELIN METABOLIC PROCESS	0.582224867211601	0.851089994734586	1	9218,10924,55627,166929,20,55512,259230,142891,6609,5007
DOWNREGULATION OF ERBB2:ERBB3 SIGNALING%REACTOME%R-HSA-1358803.2	DOWNREGULATION OF ERBB2:ERBB3 SIGNALING	0.586542276845618	0.851089994734586	-1	2064,9101,10193,3084,7316,7314,207,7311,208,10000,6233
POSITIVE REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000738	POSITIVE REGULATION OF STEM CELL DIFFERENTIATION	0.589824678193162	0.851089994734586	1	6660,4070,4054,11051,6939,6662,5764,170506,51548,7042
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:1902166	NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR	0.592723389190158	0.851089994734586	-1	4282,6880,972,51499,960,51616,25946,23028,23411,3622
BIOCARTA_EIF2_PATHWAY%MSigdb_C2%BIOCARTA_EIF2_PATHWAY	BIOCARTA_EIF2_PATHWAY	0.612802524068804	0.863913496782909	-1	8894,8893,27102,2932,9451,5610,440275,1968,1983,1965
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE%GOBP%GO:1904851	POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE	0.614607891385502	0.863913496782909	-1	1736,7203,22948,6950,10576,10694,10574,908,55135,10575
REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010660	REGULATION OF MUSCLE CELL APOPTOTIC PROCESS	0.61708106913065	0.863913496782909	-1	1786,815,2893,26471,205428,655,9927,27250,9531,657,817,23411,5514,4040,4192,1871
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:1904816	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION	0.636503871107228	0.873696369428266	-1	1736,7203,22948,6950,10576,10694,10574,908,26354,55135,10575
SNRNA TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0042795	SNRNA TRANSCRIPTION BY RNA POLYMERASE II	0.653486679790733	0.873696369428266	1	6619,6621,23379,79664,22936,6617,10302,8178,1022,84524
REGULATION OF BACH1 ACTIVITY%REACTOME DATABASE ID RELEASE 38%9708530	REGULATION OF BACH1 ACTIVITY	0.654427382609191	0.873696369428266	1	9978,571,7975,64839,6500,6502,7316,7314,7311,8454,6233
NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:2000042	NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	0.65667563741665	0.873696369428266	-1	10524,56893,387893,25,7158,55183,84893,80311,64110,54537,55086,10459,26168
Relationship between inflammation, COX-2 and EGFR%WikiPathways_20230910%WP4483%Homo sapiens	Relationship between inflammation, COX-2 and EGFR	0.657921771328443	0.873696369428266	1	5743,3265,5293,6714,5595,5594,4893,1956,5290,673,207,208,1588,10000,80142,5291,3845
Cardiomyocyte signaling pathways converging on Titin%WikiPathways_20230910%WP5344%Homo sapiens	Cardiomyocyte signaling pathways converging on Titin	0.659475697725052	0.873696369428266	1	5593,5894,815,2274,5567,5594,83606,5573,4077,5604,5566,5605,23636,6722,4193,5578,27063,2983,2273
REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903578	REGULATION OF ATP METABOLIC PROCESS	0.661972493601757	0.873696369428266	1	65990,51024,201163,57673,142,65018,84277,93974,7114,2023,56848
Nicotine effect on dopaminergic neurons%WikiPathways_20230910%WP1602%Homo sapiens	Nicotine effect on dopaminergic neurons	0.672544186851322	0.873696369428266	-1	1137,1136,1644,3777,108,1020,2770,1141,5499,1138,5566,54331,1813,2782
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	RESPONSE TO GAMMA RADIATION	0.680810137425842	0.873696369428266	-1	472,10413,3297,3265,545,79073,4609,11011,7157,23028,2547,2177,7486,123879,3981,4193,6154,7520,5562
REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0031664	REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY	0.690828921399592	0.873696369428266	1	4795,85363,1604,22900,10221,58509,59307,23328,7128,5578
PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0009395	PHOSPHOLIPID CATABOLIC PROCESS	0.691184832901943	0.873696369428266	1	56261,26090,22876,196463,51573,50640,403313,8605,10924,7920,55627,9388,55512,9588,284161,10908,23659,5168,8398,6609,5337
PTK6 REGULATES RHO GTPASES, RAS GTPASE AND MAP KINASES%REACTOME%R-HSA-8849471.3	PTK6 REGULATES RHO GTPASES, RAS GTPASE AND MAP KINASES	0.694695484762139	0.873696369428266	-1	5879,1793,2909,3265,5921,9564,9844,4893,1398,5829,63916,387
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031115	NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION	0.698617752683199	0.873696369428266	1	10382,6622,6904,22919,25999,8874,1003,3925,24139,4133,11075,1859
TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.2	TRANSLESION SYNTHESIS BY POLI	0.698744633025561	0.873696369428266	1	6118,11201,5984,51455,5111,5985,5983,7316,7314,5981,10459,7311,6119,6117,5982,6233
TRANSLESION SYNTHESIS BY POLK%REACTOME%R-HSA-5655862.2	TRANSLESION SYNTHESIS BY POLK	0.702077439719142	0.873696369428266	-1	6118,5984,51455,5111,5985,5983,7316,7314,51426,5981,10459,7311,6119,6117,5982,6233
NEGATIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901797	NEGATIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR	0.729528674994787	0.882800749414303	1	29035,4282,6880,83787,972,754,55702,51499,960,51616,25946,23028,23411,80196,4193,5716,3622,1859
Pregnane X receptor pathway%WikiPathways_20230910%WP2876%Homo sapiens	Pregnane X receptor pathway	0.743897169360041	0.882800749414303	1	2308,27286,8202,10499,10257,8648,6714,3320,8204,5705,6256,7266
CRANIAL NERVE MORPHOGENESIS%GOBP%GO:0021602	CRANIAL NERVE MORPHOGENESIS	0.744649545074358	0.882800749414303	-1	91584,8829,9935,7020,8828,6405,1141,55558,10371,4762
TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)%WikiPathways_20230910%WP2453%Homo sapiens	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	0.746843829899717	0.882800749414303	1	4190,47,1738,6389,5160,8801,1431,1743,2271,4967,3419,48,3417,1737
RESPONSE TO ANTIBIOTIC%GOBP%GO:0046677	RESPONSE TO ANTIBIOTIC	0.754367205948212	0.882800749414303	-1	4208,51167,11143,3320,9349,7157,3716,84524,4193,3717,8692
MYOBLAST FUSION%GOBP%GO:0007520	MYOBLAST FUSION	0.757307938376029	0.882800749414303	-1	1793,577,8912,8038,3756,975,928,58494,3688,80005,5738
BIOCARTA_MCALPAIN_PATHWAY%MSigdb_C2%BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY	0.758042320708839	0.882800749414303	-1	826,823,3265,5567,7430,5575,5577,58,824,7094,5573,3688,5576,1956
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902253	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	0.765179436127068	0.882800749414303	-1	4282,6880,83787,6201,972,754,4609,1984,51499,960,51616,25946,23028,23411,7314,4193,6154,3622
BIOCARTA_DREAM_PATHWAY%MSigdb_C2%BIOCARTA_DREAM_PATHWAY	BIOCARTA_DREAM_PATHWAY	0.765968410748784	0.882800749414303	1	5567,5575,5577,5595,5573,5576,1385,1390,2353,3725
OTHER SEMAPHORIN INTERACTIONS%REACTOME%R-HSA-416700.2	OTHER SEMAPHORIN INTERACTIONS	0.766420524183406	0.882800749414303	-1	91584,9723,57556,10154,10507,9037,5361,80031,3688,3672,23129,8482,5362
POSITIVE REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051590	POSITIVE REGULATION OF NEUROTRANSMITTER TRANSPORT	0.771632813478703	0.882800749414303	1	22930,6857,112755,3688,22871,8938,9498,5865,1813,6572,84062
Pre-implantation embryo%WikiPathways_20230910%WP3527%Homo sapiens	Pre-implantation embryo	0.772450655737515	0.882800749414303	-1	1875,6926,4084,10265,6597,999,83439,11189,476,2624,9314,6664,55506,1994,3159,3182,132625,6657,1958,678,8570,2625,2101,7538,5087,1649
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902254	NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	0.785298647891713	0.885072739623812	1	4282,6880,83787,972,754,51499,960,51616,25946,23028,23411,4193,3622
MITOTIC RECOMBINATION%GOBP%GO:0006312	MITOTIC RECOMBINATION	0.785318855679654	0.885072739623812	1	2067,4437,5892,10111,79677,2072,4436,348654,286053,7011,23137
GDNF%IOB%GDNF	GDNF	0.790692785797177	0.885072739623812	-1	4233,2185,5894,2549,5979,9564,2534,4792,6197,5604,1398,5829,5605,6198,5747,3725
NEGATIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903306	NEGATIVE REGULATION OF REGULATED SECRETORY PATHWAY	0.795511807638069	0.885072739623812	1	6814,5906,2332,6860,3134,255057,150,5978,634,5908
BIOCARTA_IL3_PATHWAY%MSigdb_C2%BIOCARTA_IL3_PATHWAY	BIOCARTA_IL3_PATHWAY	0.812352769976115	0.897863587868338	1	5894,3265,6654,5595,6777,5604,2885,5777,3717,6464,2353
TRANSLESION SYNTHESIS BY REV1%REACTOME%R-HSA-110312.2	TRANSLESION SYNTHESIS BY REV1	0.837549225616203	0.91738272946392	1	6118,5984,51455,5111,5985,5983,7316,7314,5981,10459,7311,6119,6117,5982,6233
BIOCARTA_CDK5_PATHWAY%MSigdb_C2%BIOCARTA_CDK5_PATHWAY	BIOCARTA_CDK5_PATHWAY	0.844357803650859	0.91738272946392	-1	8851,5894,3265,4804,1020,5595,5594,8818,5604,5605,1958
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902230	NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE	0.846394780160164	0.91738272946392	-1	54929,4282,6880,1032,57805,972,7178,51499,960,51616,25946,23028,23411,598,57007,22954,3622,1191
POSITIVE REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903543	POSITIVE REGULATION OF EXOSOMAL SECRETION	0.865423380400326	0.927826880922088	-1	11267,6385,10015,7879,27183,55512,8027,9146,9525,6382,7251,27243
PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009147	PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS	0.867076311337904	0.927826880922088	-1	50808,83549,79077,1854,7371,1841,1503,9583,56474,57089,790
PROSTANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046457	PROSTANOID BIOSYNTHETIC PROCESS	0.889752062122169	0.940115386393235	1	5743,4282,1906,50640,972,9536,221955,10728,80142,873
PROSTAGLANDIN BIOSYNTHETIC PROCESS%GOBP%GO:0001516	PROSTAGLANDIN BIOSYNTHETIC PROCESS	0.889752062122169	0.940115386393235	1	5743,4282,1906,50640,972,9536,221955,10728,80142,873
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE%GOBP%GO:0070203	REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE	0.918592233239469	0.964521844901442	-1	1736,7203,22948,6950,10576,10694,7013,10574,908,55135,10575
COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 38%1442490	COLLAGEN DEGRADATION	0.950039186477474	0.991345238063451	-1	1299,4318,4313,5045,1508,80781,1514,6868,1308,1303,1307,136227,1509,4320,8754,102,4324,4323
CELL FATE SPECIFICATION%GOBP%GO:0001708	CELL FATE SPECIFICATION	0.967568223924832	0.994651295474265	1	324,6926,8829,64843,3670,4089,3516,6662,23040,23269,6657,5454,28514,5457,2139,344167,10297
BIOCARTA_ERK5_PATHWAY%MSigdb_C2%BIOCARTA_ERK5_PATHWAY	BIOCARTA_ERK5_PATHWAY	0.969819042665366	0.994651295474265	1	3265,5335,5598,5595,5594,2885,5290,6195,207,1385,5295,6464
POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900153	POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY	0.970969121772497	0.994651295474265	-1	23112,29883,677,22849,340719,23019,57690,678,26986,7538,170506,10140
ATRIAL SEPTUM DEVELOPMENT%GOBP%GO:0003283	ATRIAL SEPTUM DEVELOPMENT	0.982109591088951	0.99750245629024	1	27031,3670,2702,4853,4194,6659,659,287,161882,90,7042
REGULATION OF PRESYNAPSE ASSEMBLY%GOBP%GO:1905606	REGULATION OF PRESYNAPSE ASSEMBLY	0.995937496439926	0.99750245629024	-1	7476,6622,94030,351,2239,114798,266727,1981,55737,145581,78999
REGULATION OF PRESYNAPSE ORGANIZATION%GOBP%GO:0099174	REGULATION OF PRESYNAPSE ORGANIZATION	0.995937496439926	0.99750245629024	-1	7476,6622,94030,351,2239,114798,266727,1981,55737,145581,78999
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE	0.99750245629024	0.99750245629024	1	54929,4282,6880,1032,57805,972,138151,7178,51499,960,51616,84893,25946,23028,23411,598,6188,6154,57007,22954,3622,1191
