rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
MUCOPOLYSACCHARIDOSIS VII. SLY SYNDROME%SMPDB%SMP0000556	MUCOPOLYSACCHARIDOSIS VII. SLY SYNDROME	0.0576116529054641	0.261896451130637	-1	178,5236,7358,2632,2990,283209,2821,7360,3099,5836
SUCRASE-ISOMALTASE DEFICIENCY%PATHWHIZ%PW000533	SUCRASE-ISOMALTASE DEFICIENCY	0.0576116529054641	0.261896451130637	-1	178,5236,7358,2632,2990,283209,2821,7360,3099,5836
REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090181	REGULATION OF CHOLESTEROL METABOLIC PROCESS	0.0594670986228759	0.269679709899404	-1	10162,1609,9619,22937,348,20,37,23541,51360,134429,11160,10613,6720,5562,64801,6721,2053,8720
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME DATABASE ID RELEASE 38%180585	VIF-MEDIATED DEGRADATION OF APOBEC3G	0.0596966356444312	0.270069875679855	1	5699,6923,5688,5690,5682,5706,5711,5718,10197,5684,5715,9978,5686,23198,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,6921,5696,5691,6233,5716,5719,7979,5695,5685
REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:1901201	REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY	0.0605070628516924	0.272942208214328	-1	4851,23187,23122,4089,90102,1605,23332,7046,7040,4088
BIOCARTA_IGF1MTOR_PATHWAY%MSigdb_C2%BIOCARTA_IGF1MTOR_PATHWAY	BIOCARTA_IGF1MTOR_PATHWAY	0.0607164526444457	0.272942208214328	1	8894,8893,5728,2932,5170,1978,1977,1968,5290,207,5164,3636,6198,5295,1965,3480,5515
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 SIGNALING EVENTS	0.0607666234015958	0.272942208214328	-1	472,2189,10111,5932,545,2178,5111,7157,5591,2547,2177,1477,1017,2130,2176,7520,7332,11073,2188,4361,898,4683
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	FANCONI ANEMIA PATHWAY	0.0626303836836643	0.280643766887277	-1	472,23291,6118,57697,22909,2189,10111,5984,545,2178,7398,80233,29089,5810,5985,5983,8945,79728,2177,55215,6117,84126,2176,1111,3364,5982,57599,80010,7156,3014,5884,11073,2188,3280,4361,4683
POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092	POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY	0.0631564836731176	0.282072651158351	-1	4869,85363,3654,3304,5590,8877,815,6280,2241,4591,9252,7335,8737,10935,8986,5610,55223,5588,7706,10892,1147,8837,4922,5584,9175,4615,5687,958,56919,10542,7186,9181,8915,5583,9575,6188,23085,10519,7037,238,7189,11043,1660,10475,54386,84851,22954,25865,65992,5336,1191,84433,64320,60401,81603,28232,5478,8517,8767,51341,10206,55367,6774,4919,7334,3551,10346,5970
REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050856	REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY	0.0632490216731264	0.282072651158351	-1	1845,7430,975,29085,5819,3958,8915,6188,8525,2633,7070,634,5771,25865,84433,8517,5795,149041,5970
REGULATION OF NATURAL KILLER CELL ACTIVATION%GOBP%GO:0032814	REGULATION OF NATURAL KILLER CELL ACTIVATION	0.0637386280420341	0.283227397034011	-1	2621,3916,639,3134,148022,10464,7297,164,3133,90379,3717,558,22890
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%R-HSA-75815.5	UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D	0.0638089353572905	0.283227397034011	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,2932,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,1019,10213,5692,7311,5705,9491,5713,5717,5709,5696,5691,6233,5716,5719,595,7979,5695,5685
BIOCARTA_RAC1_PATHWAY%MSigdb_C2%BIOCARTA_RAC1_PATHWAY	BIOCARTA_RAC1_PATHWAY	0.0639708712482183	0.283278069856816	1	8851,5879,3984,4660,10928,5058,1020,1123,23647,7204,5290,4214,6198,5295,5337,8936
CATECHOLAMINE METABOLIC PROCESS%GOBP%GO:0006584	CATECHOLAMINE METABOLIC PROCESS	0.0643497597215788	0.283621189217825	1	1644,6622,285671,4128,1312,2625,2643,9627,1813,3642,7042,538
CATECHOL-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0009712	CATECHOL-CONTAINING COMPOUND METABOLIC PROCESS	0.0643497597215788	0.283621189217825	1	1644,6622,285671,4128,1312,2625,2643,9627,1813,3642,7042,538
TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition%WikiPathways_20230910%WP3859%Homo sapiens	TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition	0.0646733455555752	0.284381393307459	-1	999,1004,4089,5595,5594,207,2335,7431,3371,3397,4087,1000,4088
Gastric cancer network 2%WikiPathways_20230910%WP2363%Homo sapiens	Gastric cancer network 2	0.0649287666201138	0.284839018132993	-1	1299,55593,84823,29028,157769,5984,6277,63922,4609,1499,29089,7157,25909,5983,3930,1956,55215,55299,27101,10153,5884,54921
HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT%GOBP%GO:0048534	HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT	0.0653105456742035	0.28533023029357	-1	10370,6495,55795,8772,5979,6868,4041,7157,344167,22890,7046,3280,2049,7040
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031112	POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION	0.0653439581596859	0.28533023029357	1	8851,4137,122060,10142,3304,4233,5879,23116,22919,4733,5058,100506658,6249,1639,4204,55755,402,57606,28964,6188,89795,10300,23332,9793,11075,4926,9659
TNFSF1%IOB%TNFSF1	TNFSF1	0.0660247528269508	0.285641050939899	-1	5971,7132,7187,4792,207,4791,3725,8517,4790,5970
REGULATION OF HUMORAL IMMUNE RESPONSE%GOBP%GO:0002920	REGULATION OF HUMORAL IMMUNE RESPONSE	0.0660972942496656	0.285641050939899	-1	1604,4179,124976,708,79987,11331,710,2,5245,966,55061
DISEASES OF IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 38%5260271	DISEASES OF IMMUNE SYSTEM	0.0661768079138317	0.285641050939899	-1	6280,81622,148022,1147,7187,4792,4615,4791,3146,8517,4790,3551,5970
DEFECTS IN TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-5602358.4	DEFECTS IN TOLL-LIKE RECEPTOR CASCADES	0.0661768079138317	0.285641050939899	-1	6280,81622,148022,1147,7187,4792,4615,4791,3146,8517,4790,3551,5970
CD40L SIGNALLING PATHWAY%SMPDB%SMP0089759	CD40L SIGNALLING PATHWAY	0.0662336564822035	0.285641050939899	-1	1843,1432,1147,7187,4792,8518,958,4214,7189,7128,8517,4790,3551
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001267	REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY	0.066418916096521	0.285641050939899	-1	2934,4318,9705,355,79886,5329,3717,55011,27429,11315
PURINE SALVAGE%REACTOME DATABASE ID RELEASE 38%74217	PURINE SALVAGE	0.0664775665843123	0.285641050939899	-1	353,1716,161823,3251,4860,100,2766,271,1633,51292,132
REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	REGULATION OF COMPLEMENT ACTIVATION	0.0669948714260551	0.287095080443792	-1	1604,4179,708,79987,11331,710,2,5245,966,55061
RESPONSE TO ISCHEMIA%GOBP%GO:0002931	RESPONSE TO ISCHEMIA	0.067167497388086	0.287095080443792	-1	815,4208,10525,1436,57103,80315,6543,23417,1958,9475,10105,5978,10519,8864,5291,1435,23172
PROTEIN TARGETING TO VACUOLE%GOBP%GO:0006623	PROTEIN TARGETING TO VACUOLE	0.0674963283882656	0.287095080443792	-1	84572,54899,5289,9648,950,3312,79720,7879,27072,57154,23230,27183,23163,55187,9765,9179,3920,155382,137492,9146,4734,6653,23355,26985,4074,8678,8878,54832,30849,8031,1191,22863,79158,55048
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY	0.067605724102696	0.287095080443792	-1	8794,841,8772,7818,8793,8737,6416,5595,5594,843,1147,8837,7186,6609,5290,4214,5295,8795,5291,8517,8797,5599,3551
REMOVAL OF THE FLAP INTERMEDIATE%REACTOME%R-HSA-69166.3	REMOVAL OF THE FLAP INTERMEDIATE	0.0677233912631486	0.287095080443792	-1	6118,5557,5111,2237,10714,57804,5558,6119,5422,6117,5424,5425
RESPONSE TO MUSCLE STRETCH%GOBP%GO:0035994	RESPONSE TO MUSCLE STRETCH	0.067731251709375	0.287095080443792	-1	2934,6548,1499,6262,6546,5290,5747,27063,1756,1000
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME DATABASE ID RELEASE 38%2871809	FCERI MEDIATED CA+2 MOBILIZATION	0.0686821863240822	0.290471628453759	-1	10768,4067,6850,4775,6654,3708,5335,7410,5534,3709,5530,10451,808,3710,5336,5532
NEGATIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045717	NEGATIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS	0.0690597042365983	0.291413370792103	-1	8816,10464,37,23411,11160,23038,57761,10613,634,64410
INCRETIN SYNTHESIS, SECRETION, AND INACTIVATION%REACTOME%R-HSA-400508.3	INCRETIN SYNTHESIS, SECRETION, AND INACTIVATION	0.0706201715771356	0.297061390387884	1	1803,90701,60559,3670,28972,1499,6934,346562,2782,5122,23478,9789
NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337	NUCLEOSOME DISASSEMBLY	0.070882212389075	0.297061390387884	1	6597,196528,83743,6605,6749,6598,6603,6601,3159,6602,6599,92815,8289,11198,6604,6418
LGI-ADAM INTERACTIONS%REACTOME%R-HSA-5682910.3	LGI-ADAM INTERACTIONS	0.0712322632073972	0.297061390387884	1	1742,4185,59283,55203,9211,112755,27092,53616,10369,8745,6804
AXONAL TRANSPORT OF MITOCHONDRION%GOBP%GO:0019896	AXONAL TRANSPORT OF MITOCHONDRION	0.071284787106377	0.297061390387884	1	4137,3091,55638,4976,6683,4747,22906,10013,3281,55860,66008
H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity%WikiPathways_20230910%WP3969%Homo sapiens	H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity	0.0713015260931655	0.297061390387884	-1	999,5925,7289,1499,6659,5469,1019,595,1466,1024,9555,182,5366
PULMONARY VALVE MORPHOGENESIS%GOBP%GO:0003184	PULMONARY VALVE MORPHOGENESIS	0.0718141151045856	0.297061390387884	-1	64220,4851,6091,2702,4853,4846,7042,9353,23462,4087,182,6092
POSITIVE REGULATION OF B CELL MEDIATED IMMUNITY%GOBP%GO:0002714	POSITIVE REGULATION OF B CELL MEDIATED IMMUNITY	0.0718698340265801	0.297061390387884	-1	51111,56941,7158,55183,5819,958,3133,54537,10459,7037,22976,84787,7040
POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002891	POSITIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE	0.0718698340265801	0.297061390387884	-1	51111,56941,7158,55183,5819,958,3133,54537,10459,7037,22976,84787,7040
BIOCARTA_CCR3_PATHWAY%MSigdb_C2%BIOCARTA_CCR3_PATHWAY	BIOCARTA_CCR3_PATHWAY	0.0718818213576547	0.297061390387884	1	5894,3984,3265,4660,23236,5595,5594,5604,9475,387,5578,2776,5579,2778
MITOCHONDRIAL ELECTRON TRANSPORT CHAIN%SMPDB%SMP0000355	MITOCHONDRIAL ELECTRON TRANSPORT CHAIN	0.0719766174372344	0.297061390387884	1	6391,6392,509,6389,2820,2597,291,517,506,6390,54205,7384,514,515,498,513,4694,2542
INTEGRATED STRESS RESPONSE SIGNALING%GOBP%GO:0140467	INTEGRATED STRESS RESPONSE SIGNALING	0.0724123059483689	0.298205601301598	-1	27102,1054,8061,9935,9603,9451,79871,440275,9812,4780,54870,10985,1965,2353,1649,3725,1052,55364,468,1051,10488,3726,58487,4094
RAC1/PAK1/p38/MMP2 pathway%WikiPathways_20230910%WP3303%Homo sapiens	RAC1/PAK1/p38/MMP2 pathway	0.0737999425140566	0.302980173089762	-1	5879,2308,4313,2064,6300,5600,10413,3265,1432,6654,572,5058,5921,4609,581,6714,1978,1499,5595,5594,6777,5601,4436,7157,1147,4792,3688,4893,1398,5603,5829,1956,2885,5290,207,3925,2335,5295,5747,2886,3845,840,5781,79155,842,8517,10318,5599,6774,4790,4690,3551,5970
SUBSTRATE-DEPENDENT CELL MIGRATION%GOBP%GO:0006929	SUBSTRATE-DEPENDENT CELL MIGRATION	0.0738936766462277	0.302980173089762	-1	8829,57698,23294,2046,6091,23607,9270,4983,3673,9423,9353
LONG-TERM MEMORY%GOBP%GO:0007616	LONG-TERM MEMORY	0.0741039928094441	0.303181987972552	1	793,22849,814,50944,348,440275,5923,2648,3949,55450
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS	0.0743917354112056	0.303597042655613	-1	7030,4851,5925,55366,201163,6009,9444,4858,6868,3516,4857,9807,7090,5334,5608,6794,7376,57406,4898,85440,55856,93,1649,23090,3397,57561,468,23228,58488,4012,192111
NEGATIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900152	NEGATIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY	0.0746439297225912	0.303597042655613	1	4904,10642,11044,10492,10605,64282,3184,26986,1660,10140,7812,3192
PROTEIN DEGLYCOSYLATION%GOBP%GO:0006517	PROTEIN DEGLYCOSYLATION	0.0750138018822831	0.303597042655613	-1	55741,80267,11253,10724,4121,4125,175,9695,55768,11315
RETINOID METABOLISM AND TRANSPORT%REACTOME DATABASE ID RELEASE 38%975634	RETINOID METABOLISM AND TRANSPORT	0.0751758032351346	0.303597042655613	-1	6385,221914,10082,3339,5947,6383,7804,2239,348,4035,9672,2817,54884,51109,3949,6382,26020,1645,4036,29967,375790
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION	0.0752404217445942	0.303597042655613	1	324,10382,6622,6904,23271,146057,22919,23122,25999,8874,6314,58526,2288,2258,9181,50810,10519,1003,3925,24139,89795,10300,23332,10297,22974,4133,11075,26586,1859,57551
PEPTIDYL-S-DIACYLGLYCEROL-L-CYSTEINE BIOSYNTHETIC PROCESS FROM PEPTIDYL-CYSTEINE%GOBP%GO:0018231	PEPTIDYL-S-DIACYLGLYCEROL-L-CYSTEINE BIOSYNTHETIC PROCESS FROM PEPTIDYL-CYSTEINE	0.0753346540489752	0.303597042655613	1	51304,84885,51125,51114,29801,51201,25999,253832,79683,340481,158866,84243,55625
PEPTIDYL-L-CYSTEINE S-PALMITOYLATION%GOBP%GO:0018230	PEPTIDYL-L-CYSTEINE S-PALMITOYLATION	0.0753346540489752	0.303597042655613	1	51304,84885,51125,51114,29801,51201,25999,253832,79683,340481,158866,84243,55625
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 38%211733	REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION	0.0776535761870453	0.312273569196622	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,5062,5696,5691,6233,5716,5719,7979,5695,5685
Pro-survival signaling of neuroprotectin D1%WikiPathways_20230910%WP5182%Homo sapiens	Pro-survival signaling of neuroprotectin D1	0.0787482998728991	0.316000640428137	-1	841,8772,8737,581,7132,7186,836,5516,54205,840,842
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME DATABASE ID RELEASE 38%69017	CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6	0.0795381258958777	0.318490963693706	1	5699,5688,5690,5682,5706,5711,8697,5718,10197,5684,5715,25906,5686,23198,5683,5700,27338,5707,5689,5701,5702,5714,5708,29882,5710,8881,5720,5694,7316,246184,5721,5687,5693,7314,9861,5704,119504,996,10213,51433,5692,7311,7321,1017,5705,9491,5713,51529,5717,5709,5696,5691,6233,5716,5719,7979,29945,64682,5695,5685,51343,898,7324
SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.3	SEMA3A PAK DEPENDENT AXON REPULSION	0.079991309845601	0.319625573523187	1	91584,5879,8829,3984,5058,3320,5063,5361,1072,2534,55558,10371,3326,5062,5362
INTERLEUKIN-6-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070102	INTERLEUKIN-6-MEDIATED SIGNALING PATHWAY	0.0809202219710451	0.322159433911416	-1	9705,10413,9646,2241,4089,6714,3572,3716,3717,6774
DEMETHYLATION%GOBP%GO:0070988	DEMETHYLATION	0.0809678067163123	0.322159433911416	1	9582,54784,51400,80312,200424,54790,328,23028,121642,27350,54890,79068,23210,155435,6996,5253
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042059	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	0.0819485837760707	0.325342597922774	-1	84619,84313,1845,153090,7879,9052,9961,54206,9655,58533,1956,27246,3672,7251,5771,55658,122809,5774,79643,5795
REGULATION OF AUTOPHAGY OF MITOCHONDRION%GOBP%GO:1903146	REGULATION OF AUTOPHAGY OF MITOCHONDRION	0.0822261503373646	0.325342597922774	1	2931,10059,1459,55187,10645,25793,65018,7855,7249,23770,3064,291,10456,55294,10013,292,6720,27429,54832,11315,6721,57602,55626
POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032735	POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION	0.0822864381568758	0.325342597922774	-1	5600,6850,1432,3670,3329,23236,958,3146,4192,5336,8767
ORGANIC HYDROXY COMPOUND TRANSPORT%GOBP%GO:0015850	ORGANIC HYDROXY COMPOUND TRANSPORT	0.0834990700327051	0.329444968137423	-1	114134,8273,9885,114879,5305,57614,64220,6622,55207,6850,9218,23461,5825,201780,10928,9619,27183,10257,10347,9388,348,83930,57153,84925,10560,222962,857,134429,65010,57476,9217,9066,949,4040,3949,51474,5205,10948,84947,6566,634,6572,6342,19,5007,57655,1645,1191,7052,3840,64801,23673,25987,9123,133418,23446,6646
Canonical and non-canonical TGF-B signaling%WikiPathways_20230910%WP3874%Homo sapiens	Canonical and non-canonical TGF-B signaling	0.0840750572339161	0.33102355170341	-1	4016,1432,4017,4089,649,5601,657,659,7046,5599,4087,7040,4088
DNA DAMAGE BYPASS%REACTOME DATABASE ID RELEASE 38%73893	DNA DAMAGE BYPASS	0.0843476094979925	0.331403342536998	-1	9246,6118,8450,9978,1642,11201,5984,51455,5111,9100,7398,7706,5985,5983,7316,8451,7314,10714,51426,5981,9636,10459,57804,7311,6119,6117,5982,57599,6233,5424,5426,7320,54107,7353,5425,5429,83932,55666
EPHA-MEDIATED GROWTH CONE COLLAPSE%REACTOME DATABASE ID RELEASE 38%3928663	EPHA-MEDIATED GROWTH CONE COLLAPSE	0.0845915245436416	0.331669269148195	-1	7525,10627,4067,4627,4637,2534,4628,9475,387,6093,10398,79784
MUSCLE ADAPTATION%GOBP%GO:0043500	MUSCLE ADAPTATION	0.085168381614347	0.332686637086852	-1	2934,23125,22876,9759,3162,2628,8837,1535,4846,58529
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0030330	DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR	0.0856316073084036	0.332686637086852	-1	472,28996,10524,8738,1263,4646,7023,9100,340485,4194,144455,83667,7157,51499,5371,1027,10397,10769,6672,51065,27330,4193,6154,22976,835,1026,55367,4683
PROCESSIVE SYNTHESIS ON THE LAGGING STRAND%REACTOME%R-HSA-69183.3	PROCESSIVE SYNTHESIS ON THE LAGGING STRAND	0.0856580744459858	0.332686637086852	-1	6118,5557,5111,3978,2237,10714,57804,5558,6119,5422,6117,5424,5425
CELLULAR RESPONSE TO NUTRIENT%GOBP%GO:0031670	CELLULAR RESPONSE TO NUTRIENT	0.0857623226360747	0.332686637086852	-1	7494,2621,8648,2348,6422,5164,1452,6198,5337,154743,7391,5292,1030
POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVATION%GOBP%GO:0032816	POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVATION	0.0858251305833688	0.332686637086852	-1	2621,3916,3134,148022,7297,164,3133,3717,558,22890
HH MUTANTS ARE DEGRADED BY ERAD%REACTOME%R-HSA-5362768.3	HH MUTANTS ARE DEGRADED BY ERAD	0.086351618667104	0.332686637086852	1	5699,5688,84447,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,6400,5707,5689,5701,5702,5714,5708,5710,5720,5694,10956,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,5696,5691,6233,5716,5719,51009,27248,7979,5695,5685
REGULATION OF CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:1900037	REGULATION OF CELLULAR RESPONSE TO HYPOXIA	0.0863785258622631	0.332686637086852	1	10869,10525,9475,51142,7428,2023,84962,23576,7009,2043
REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031056	REGULATION OF HISTONE MODIFICATION	0.0863835113571121	0.332686637086852	1	11091,8467,84148,9031,11176,54934,4802,284058,10445,201163,10514,9188,3054,4801,51230,23411,55683,8473,2074,23378,7913,23451,4800,7334,6418
Kennedy pathway from sphingolipids%WikiPathways_20230910%WP3933%Homo sapiens	Kennedy pathway from sphingolipids	0.0867584536253664	0.332686637086852	1	1119,9468,55224,55500,81490,23761,5130,5833,9791,8879,10400,10390
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%R-HSA-174184.3	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A	0.0867955041496516	0.332686637086852	1	5699,5688,5690,5682,5706,5711,8697,5718,10197,5684,5715,25906,5686,23198,5683,5700,27338,5707,5689,5701,5702,5714,5708,29882,5710,8881,5720,9184,5694,7316,246184,5721,5687,5693,7314,9861,5704,119504,996,10213,51433,5692,7311,7321,5705,9491,5713,51529,5717,5709,5696,5691,6233,5716,5719,7979,29945,64682,5695,5685,7324
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 38%179419	APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT	0.0867955041496516	0.332686637086852	1	5699,5688,5690,5682,5706,5711,8697,5718,10197,5684,5715,25906,5686,23198,5683,5700,27338,5707,5689,5701,5702,5714,5708,29882,5710,8881,5720,9184,5694,7316,246184,5721,5687,5693,7314,9861,5704,119504,996,10213,51433,5692,7311,7321,5705,9491,5713,51529,5717,5709,5696,5691,6233,5716,5719,7979,29945,64682,5695,5685,7324
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271	DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION	0.0869921539566665	0.332762670216355	-1	5984,5111,3978,4172,9837,5983,4176,10714,4173,5422,3980,5426,54107,5425
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 38%176408	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE	0.0874566742511971	0.333860975539053	1	5699,5688,5690,5682,5706,5711,8697,5718,10197,5684,5715,25906,5686,23198,5683,5700,27338,5707,5689,5701,5702,5714,5708,29882,5710,8881,5720,8945,9184,5694,6500,7316,246184,5721,5687,5693,7314,9861,5704,119504,996,891,10213,51433,5692,7311,7321,1017,5705,9491,5713,51529,5717,5709,8454,5696,5691,6233,5716,5719,7979,29945,64682,5695,5685,51343,7324
NEGATIVE REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045665	NEGATIVE REGULATION OF NEURON DIFFERENTIATION	0.0876398762748797	0.333883091395392	-1	655,2932,567,25871,152330,6662,440275,6657,5469,57540,28514,811,5978,5458,3280,23462
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.4	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA	0.0883549572067184	0.334867658645888	1	5699,5688,3304,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,3312,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,1981,3315,5693,7314,9861,5704,10213,5692,7311,26986,5705,9491,5713,5717,5709,5696,5691,6233,5716,5719,7979,5695,5685
ESTABLISHMENT OF MITOCHONDRION LOCALIZATION, MICROTUBULE-MEDIATED%GOBP%GO:0034643	ESTABLISHMENT OF MITOCHONDRION LOCALIZATION, MICROTUBULE-MEDIATED	0.0884321075170064	0.334867658645888	1	4137,3091,55638,4976,8409,6683,7314,4747,22906,89941,55288,10013,3281,55860,66008,55201,10128
MITOCHONDRION TRANSPORT ALONG MICROTUBULE%GOBP%GO:0047497	MITOCHONDRION TRANSPORT ALONG MICROTUBULE	0.0884321075170064	0.334867658645888	1	4137,3091,55638,4976,8409,6683,7314,4747,22906,89941,55288,10013,3281,55860,66008,55201,10128
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043537	NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	0.0890673263961126	0.335958997512352	-1	1647,7057,4851,4208,2247,9314,90627,348,9270,4204,22846,1460,5607,387,11235,54567,3146,493,29775,10014,7040,3728
NAD BIOSYNTHETIC PROCESS%GOBP%GO:0009435	NAD BIOSYNTHETIC PROCESS	0.0890773324966333	0.335958997512352	-1	83594,83666,55191,64802,55739,23057,23475,54956,8942,10135
BIOCARTA_HDAC_PATHWAY%MSigdb_C2%BIOCARTA_HDAC_PATHWAY	BIOCARTA_HDAC_PATHWAY	0.0895658995687081	0.337126045976617	1	7533,1432,805,5598,801,5533,5608,5530,57172,5290,207,5295,808,3480,10014,5532,23523,3643,8536
DNA STRAND ELONGATION%GOBP%GO:0022616	DNA STRAND ELONGATION	0.0897645391843775	0.337199326836324	-1	10111,5984,5111,3978,4172,9837,5983,4176,10714,4173,64858,5422,3980,5426,54107,4361,5425,4683
