rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
GLYCOLIPID CATABOLIC PROCESS%GOBP%GO:0019377	GLYCOLIPID CATABOLIC PROCESS	0.322437853364933	0.995888288971654	1	2629,2581,57704,10825,4668,2717,4758,3073,2760,2517,3074
BIOCARTA_AT1R_PATHWAY%MSigdb_C2%BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY	0.322440558295976	0.995888288971654	-1	1386,5879,2185,5894,3265,6654,805,6416,5058,5595,5594,5604,801,5605,1956,2885,4214,5578,808,6464,2776,3725,5579,5599,2002
SPHINGOID BIOSYNTHETIC PROCESS%GOBP%GO:0046520	SPHINGOID BIOSYNTHETIC PROCESS	0.322526979491404	0.995888288971654	1	2629,9517,10558,8877,340485,55331,20,171546,56848,427,55304
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	SPHINGOSINE BIOSYNTHETIC PROCESS	0.322526979491404	0.995888288971654	1	2629,9517,10558,8877,340485,55331,20,171546,56848,427,55304
RESPONSE TO PH%GOBP%GO:0009268	RESPONSE TO PH	0.322608104542155	0.995888288971654	1	5641,41,6548,6337,11261,26056,9230,57192,2822,7442
DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA2 RAD51 RAD51C BINDING FUNCTION%REACTOME DATABASE ID RELEASE 38%9704646	DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA2 RAD51 RAD51C BINDING FUNCTION	0.323565382835072	0.995888288971654	1	472,10524,5889,5892,10111,5932,79728,7486,80010,7156,7979,4361,4683
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 38%9701193	DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION	0.323565382835072	0.995888288971654	1	472,10524,5889,5892,10111,5932,79728,7486,80010,7156,7979,4361,4683
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA1 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 38%9701192	DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA1 LOSS OF FUNCTION	0.323565382835072	0.995888288971654	1	472,10524,5889,5892,10111,5932,79728,7486,80010,7156,7979,4361,4683
DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION%REACTOME%R-HSA-9704331.3	DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION	0.323565382835072	0.995888288971654	1	472,10524,5889,5892,10111,5932,79728,7486,80010,7156,7979,4361,4683
RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0051788	RESPONSE TO MISFOLDED PROTEIN	0.323644180065942	0.995888288971654	-1	1861,79982,54788,6048,79139,4287,202052,91445,55757,80311,550,56886,8452,10013,55122,55658,1191,7917,7353,55284
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	COLLAGEN FIBRIL ORGANIZATION	0.323824650638338	0.995888288971654	-1	4016,4763,4017,8985,80781,1277,649,1303,1301,23127,1289,871,7042,10491,1278,7046,79709,10609,538
POLYMERASE SWITCHING ON THE C-STRAND OF THE TELOMERE%REACTOME%R-HSA-174411.5	POLYMERASE SWITCHING ON THE C-STRAND OF THE TELOMERE	0.323844547054377	0.995888288971654	1	79991,5557,5984,5111,63922,26277,5985,5983,7013,10714,5981,7014,57804,5558,5422,54386,5982,5424,25913,54921,65057,80169,5425
REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048172	REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY	0.323956737672203	0.995888288971654	1	22930,729993,6543,6855,5864,2898,1201,9145,8541,57282,94056
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967	CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN	0.32435922993909	0.995888288971654	-1	1861,1491,3304,7494,79982,90993,387923,54431,7466,54788,6048,3297,79139,4287,202052,153090,9451,3329,9709,581,51768,84236,79871,9531,79956,91445,5770,578,2081,51360,55757,1616,26608,80279,80311,56965,9217,64224,79668,550,22926,267,56886,10133,8452,3309,4780,10013,54956,55122,54870,27230,1965,84899,55658,26353,1649,1388,23456,51009,468,8720,10488,7917,58487,7353,7009,55432,57414,55284
REGULATION OF DNA-TEMPLATED DNA REPLICATION INITIATION%GOBP%GO:0030174	REGULATION OF DNA-TEMPLATED DNA REPLICATION INITIATION	0.324888972061837	0.995888288971654	-1	56897,4175,4171,4172,11143,4176,4173,4174,51053,4683
L-AMINO ACID TRANSPORT%GOBP%GO:0015807	L-AMINO ACID TRANSPORT	0.325138081748035	0.995888288971654	-1	54977,206358,6507,57030,94081,123096,6505,11230,120103,9057,6541,153129,54896,6542,81539,57084,54407,1201,8140,6506,6510,8604,23428,10550,10165,1497,79751,6511,6520,10166
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	NEUTROPHIL CHEMOTAXIS	0.325288575240263	0.995888288971654	-1	200576,6850,6280,1906,682,5293,1525,5142,3689,3958,8729,5479,23396,7042,5478,6729,6352
2-OXOGLUTARATE METABOLIC PROCESS%GOBP%GO:0006103	2-OXOGLUTARATE METABOLIC PROCESS	0.325630379333614	0.995888288971654	-1	51166,84706,2805,1743,4967,79944,3417,5264,92259,2806,3418
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014912	NEGATIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION	0.326485918928078	0.995888288971654	1	4208,3488,57175,10221,4035,657,5054,5592,7168,65009,3486,9353
INSULIN SIGNALLING%PATHWHIZ%PW000454	INSULIN SIGNALLING	0.326756703812637	0.995888288971654	-1	2308,5894,3265,6654,5170,5594,5604,5605,2885,207,6464,3667,3643,5599,8660
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902176	NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	0.326799700760123	0.995888288971654	-1	10131,8382,3091,5598,2534,25793,65018,23411,3315,10399,207,4780,5831,27429,9529,11315,4841,468,5478
RESPONSE TO DSRNA%GOBP%GO:0043331	RESPONSE TO DSRNA	0.327610411821632	0.995888288971654	-1	4869,10084,5899,85364,23180,148022,64135,857,10211,3434,1660,57506,201626,6520,5366,23586
REGULATION OF APOPTOSIS%REACTOME%R-HSA-169911.3	REGULATION OF APOPTOSIS	0.327769031061056	0.995888288971654	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,4976,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,79658,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,5062,5696,5691,6233,5716,5719,7979,5695,5685
REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION%GOBP%GO:0060142	REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION	0.328414351960645	0.995888288971654	1	9750,1432,51177,8837,10211,8754,10938,575,30846,8536
PID_PTP1B_PATHWAY%MSigdb_C2%PID_PTP1B_PATHWAY	PID_PTP1B_PATHWAY	0.328500003559141	0.995888288971654	1	7525,4904,4067,3953,823,2241,1436,6714,9564,6777,7297,5155,9021,5770,2534,857,1398,1956,2885,5290,207,387,3717,7295,5295,6464,10253,1435,3667,3643,1445,6774,5618,1000,3690
BIOCARTA_TEL_PATHWAY%MSigdb_C2%BIOCARTA_TEL_PATHWAY	BIOCARTA_TEL_PATHWAY	0.328564710929367	0.995888288971654	1	8658,5925,4609,3320,7157,7013,1956,2547,207,7011,5578,3480,7520,3845,5515
SOMITOGENESIS%REACTOME DATABASE ID RELEASE 38%9824272	SOMITOGENESIS	0.328854370756367	0.995888288971654	1	10683,5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,4851,5683,5700,5707,5689,5701,5702,5714,1499,3516,5708,5710,5720,5694,28514,5721,5687,5693,9861,5704,10213,5692,5705,9491,5713,5717,5709,51176,5696,5691,5716,5719,7979,5695,5685,2043
CELLULAR ROLES OF ANTHRAX TOXIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CELLULAR ROLES OF ANTHRAX TOXIN	CELLULAR ROLES OF ANTHRAX TOXIN	0.329697370212408	0.995888288971654	1	118429,6416,5595,5594,5604,5606,5609,84168,5605,5608,808
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION	0.330060384480695	0.995888288971654	1	7525,301,10524,51111,5590,7494,4067,1604,55274,64115,6597,196528,4179,4282,56941,6595,8772,2621,6850,3916,6605,4208,57178,1803,60,972,567,51043,3134,3329,961,100133941,55012,86,5170,6541,6714,8440,148022,25,8744,5588,7297,79576,7158,1141,6659,975,6666,6598,3635,51293,6603,10892,55183,2534,6601,865,857,51571,5591,11221,958,9655,3572,5530,164,57492,3485,3133,6602,2547,54537,63925,2737,2625,5290,4860,5777,10459,861,29117,6188,207,7037,5914,10148,80381,3717,7070,140885,10451,3146,22976,970,51176,6599,2319,55193,4323,558,4192,84787,22890,84433,5781,79155,64410,8289,10808,55626,3105,51412,7040,101,4690,81704,8660,9092,27,23149,6604,30011,2048,604,2309,23308,6352,3481
SIGNALING BY INTERLEUKINS%REACTOME%R-HSA-449147.12	SIGNALING BY INTERLEUKINS	0.330169109628111	0.995888288971654	1	7525,1386,5699,7184,301,3654,5688,4478,6810,5690,5682,841,4318,4067,5706,2308,4313,5711,3566,5743,23291,6597,2185,5718,4282,5600,10197,5684,5715,6888,54472,9978,5686,1846,6850,6772,23198,1432,54014,3936,5519,6654,4208,58480,9252,7335,5518,1845,5683,3597,246330,6616,3091,3312,2247,375,5700,4205,1848,6627,5306,6416,5293,200081,351,5707,5689,1436,6950,9235,4609,9180,6175,5783,5602,5701,5702,5598,5803,6809,5714,5782,466,3383,27250,5595,5594,3320,6777,7132,3185,9049,5708,5601,7297,1271,4170,5710,7157,3635,829,1147,1072,9021,2534,3162,5720,4792,8835,9446,9683,6197,6657,3688,8945,5604,5694,29110,5606,6500,6624,4128,23118,5566,7316,5721,4615,3689,1398,5687,5609,5528,25930,9655,5608,3572,28511,7186,5693,7314,9861,5704,836,6885,3911,2885,59307,7076,5516,3716,2625,5290,598,5777,6844,6935,10213,6195,207,5692,10148,1849,1385,4791,7311,821,2335,5705,3636,6773,51231,6196,3717,5784,7189,6382,9491,5713,7534,7867,23765,5717,5034,5295,5709,8454,3146,3313,5771,6655,7431,121457,6464,84867,8878,5062,5696,4215,5691,6233,2353,5716,4692,5719,5291,3725,1052,595,5775,1435,5908,5898,3181,240,9261,9846,5781,8503,57162,3667,79155,6778,5478,7979,1278,8517,302,5695,8767,5451,1026,28512,5599,6774,5685,3726,5292,4790,9987,7334,7040,3977,2889,10454,8660,1399,3551,9684,5970,5515,6804,4793,5780,4088,4001,998,1265,9097,6813,2002,6095,6845,604,1438,5724,26469,2309,163702,5296,6352,3976,7422
BIOCARTA_CDMAC_PATHWAY%MSigdb_C2%BIOCARTA_CDMAC_PATHWAY	BIOCARTA_CDMAC_PATHWAY	0.330281124577897	0.995888288971654	1	5894,3265,4609,23236,5595,5594,4792,5604,5578,2353,3725,5579,4790,5970
NUCLEAR IMPORT OF REV PROTEIN%REACTOME DATABASE ID RELEASE 38%180746	NUCLEAR IMPORT OF REV PROTEIN	0.330474236161989	0.995888288971654	-1	4869,57122,55746,6396,7175,5903,9883,9631,348995,5901,23165,9972,8480,79023,23225,1104,9688,79902,23636,11097,4927,3837,10762,23511,8086,23279,8021,129401,53371,55706
SARS-COV-2 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS%REACTOME%R-HSA-9755779.2	SARS-COV-2 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS	0.330591103671153	0.995888288971654	-1	7533,5170,857,10971,2810,207,7534,208,7532,10000,7531,7529
ACTIVATION OF RAC1%REACTOME%R-HSA-428540.5	ACTIVATION OF RAC1	0.330684456570341	0.995888288971654	-1	5879,6654,6091,5058,8440,5063,10298,57144,56924,6655,5062,9353,4690
REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048145	REGULATION OF FIBROBLAST PROLIFERATION	0.330728966724832	0.995888288971654	1	5828,4282,8877,2621,4763,5154,153090,972,6277,2495,4609,11285,1499,5155,7157,79577,23515,6422,81857,1021,1019,3981,2335,2010,1660,4724,56034,22954,2950,6497,1026,648
REGULATION OF TP53 ACTIVITY%REACTOME DATABASE ID RELEASE 38%5633007	REGULATION OF TP53 ACTIVITY	0.330784281745015	0.995888288971654	-1	8851,472,28996,64769,10524,5305,6878,6118,51422,5600,1263,6880,10419,5300,10848,1107,1432,5519,6749,5518,10111,5932,5984,1459,6873,545,639,900,5563,7994,94241,23774,5527,26155,5170,1020,387893,6883,4194,8396,133746,7157,5928,6884,5810,51616,1457,6874,6877,5985,5371,2033,5983,25946,1460,1616,6908,8445,7316,6882,51230,56950,91875,5931,5608,5457,7314,54971,84289,79109,3065,5565,7486,80196,5516,5458,6794,29117,54815,207,6872,27154,64223,4193,7311,3066,6879,1017,6119,57459,8550,79813,208,253260,6117,7874,90809,84126,22974,9891,204851,1111,10000,8148,3364,83695,112858,5982,80010,6233,79837,5562,7156,3622,23368,6881,10919,83860,5884,11073,11198,5564,7159,4361,5515,4683,53615,1108,55615,5571
NEGATIVE REGULATION OF NOTCH4 SIGNALING%REACTOME%R-HSA-9604323.2	NEGATIVE REGULATION OF NOTCH4 SIGNALING	0.330832259105451	0.995888288971654	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,9978,5686,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,6500,7316,5721,5687,5693,7314,9861,5704,10213,207,5692,7311,5705,9491,5713,7534,5717,5709,8454,5696,5691,6233,5716,5719,7979,5695,5685
CDP-DIACYLGLYCEROL BIOSYNTHESIS%BIOCYC%PWY-5667	CDP-DIACYLGLYCEROL BIOSYNTHESIS	0.331077646360407	0.995888288971654	-1	56894,154141,10162,254531,253558,51099,79143,10555,57678,137964,10554,1040,55326,56895,129642
STABILIZATION OF P53%REACTOME%R-HSA-69541.6	STABILIZATION OF P53	0.331089196898016	0.995888288971654	1	472,5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,5707,5689,5701,5702,5714,4194,5708,5710,7157,5720,5694,7316,51230,5721,5687,5693,7314,9861,5704,10213,5692,4193,7311,5705,9491,5713,5717,5709,5696,5691,6233,5716,5719,7979,5695,5685
T CELL RECEPTOR SIGNALING PATHWAY%SMPDB%SMP0066977	T CELL RECEPTOR SIGNALING PATHWAY	0.331121648657649	0.995888288971654	1	5879,5894,4775,3265,6654,5335,6416,5595,2534,4792,5604,7316,5533,5530,2885,5290,4214,5578,5295,808,6464,2353,3725,5532,5579,5599,4790,5970,2002
FOCAL ADHESION ASSEMBLY%GOBP%GO:0048041	FOCAL ADHESION ASSEMBLY	0.33124825601468	0.995888288971654	1	10395,29984,79834,5796,6714,55920,8874,1009,8394,9344,613,87,10979,2017,7205,7070,123720,10580,55901
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 38%68962	ACTIVATION OF THE PRE-REPLICATIVE COMPLEX	0.331445822399144	0.995888288971654	-1	4999,5001,6118,5557,4175,5000,4171,4172,23595,4176,4173,5558,1017,8317,6119,5422,6117,23594,4174,5426,51053,54107,84515
PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022	PEPTIDYL-LYSINE METHYLATION	0.331609790792232	0.995888288971654	1	65990,151194,29072,387893,84193,56950,80854,79918,79813,92342,10919,84444
BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME%R-HSA-5620922.3	BBSOME-MEDIATED CARGO-TARGETING TO CILIUM	0.332120104462674	0.995888288971654	-1	54585,8195,7203,22948,6950,10576,10694,55212,583,84100,27241,123016,92482,117177,10575,79738,166379,585,582,129880
LIPID TRANSPORT%GOBP%GO:0006869	LIPID TRANSPORT	0.332175018883274	0.995888288971654	1	8273,9885,301,114879,5305,57614,1119,64220,124976,23250,57205,2055,55207,6578,84725,374868,9218,215,27166,2171,23461,5825,50640,2172,201780,950,26154,196527,1382,5306,5947,9619,80772,10999,4833,2180,27183,9890,10257,10347,10396,9388,348,83930,57198,91869,11001,20,6513,440026,84162,286410,51499,23344,23780,788,857,161291,10434,134429,7357,57476,114882,5826,376497,4363,10079,5360,9217,2760,9066,286046,2181,1201,949,4040,23760,51012,3949,51474,5205,10948,6198,84947,634,1813,114786,1381,26207,23200,2170,80148,5359,343702,6342,19,5007,57655,1645,1191,28965,10087,51761,81537,28232,51228,64801,23673,55754,23074,21,25987,2806,58488,9600,1376,6646,5660,10478,3624,55113,5467,57048
Apoptosis-related network due to altered Notch3 in ovarian cancer%WikiPathways_20230910%WP2864%Homo sapiens	Apoptosis-related network due to altered Notch3 in ovarian cancer	0.332185371505119	0.995888288971654	1	27242,9616,3070,308,2185,27018,7057,1495,5585,351,3329,348,5594,25,8870,9021,3084,2081,1027,3315,3065,207,3309,10276,6198,2149,2065,10451,1728,8454,26135,5747,7431,8878,5062,8795,840,3727,8065,2113,8767,2729,1026,4790,8312,8531,4092
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME%R-HSA-3769402.4	DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX	0.332599427558431	0.995888288971654	1	324,57680,56998,1487,83439,8085,1499,6662,25776,5929,6659,607,6657,8945,7088,7316,7090,9070,7514,7314,3065,7091,9580,26108,207,90780,6934,7311,7534,208,283149,51176,331,6233,83595
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	POSITIVE REGULATION OF INFLAMMATORY RESPONSE	0.333054704251776	0.995888288971654	1	84630,5743,6223,6622,6280,26471,54093,8737,4814,351,961,9180,8723,27250,7132,51704,975,4258,4792,4671,5054,5603,3572,4363,3133,8673,3735,1660,8692,23765,4192,5336,5138,11315,2896,2113,1652,10318,55450,7040,101,55527,6845
DNA CONFORMATION CHANGE%GOBP%GO:0071103	DNA CONFORMATION CHANGE	0.333219897929745	0.995888288971654	-1	51008,301,3149,3508,3148,8940,7155,4175,10111,6742,4171,4172,9837,25,5965,5976,3159,1653,92675,7150,116447,1663,10973,4176,56652,84164,4173,7486,1660,9400,3146,170506,7156,5813,25913,3181,6832,4174,4361,84083,4683,2071,84515,51750
REGULATION OF NCRNA TRANSCRIPTION%GOBP%GO:0140747	REGULATION OF NCRNA TRANSCRIPTION	0.333462436997106	0.995888288971654	1	9611,9612,6597,51547,8061,4775,64768,51574,57496,3091,2247,57473,1655,11137,54862,80335,2624,29997,4804,9314,4609,4853,55506,4854,6662,5155,7003,7157,6598,2908,7702,1663,56257,57591,25926,1958,1956,5978,2625,5914,6722,4613,26354,688,55011,6720,2353,3725,7042,2113,5451,4691,9555,6774,7040,4141,5970,23211,4088,2309,4781,5467,7422
OVULATION CYCLE%GOBP%GO:0042698	OVULATION CYCLE	0.334333266423531	0.995888288971654	1	301,6586,7301,91603,7043,1958,5764,5798,4192,7042,9353,6092,3624
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	0.334614524422335	0.995888288971654	-1	84619,5590,2039,22876,84313,5518,9052,9961,54206,10464,56940,4771,9021,6422,857,9655,58533,5580,199731,5777,54625,8692,7251,5771,122809,80725,79643,5515
ENDOCARDIAL CUSHION DEVELOPMENT%GOBP%GO:0003197	ENDOCARDIAL CUSHION DEVELOPMENT	0.334908028014697	0.995888288971654	-1	324,6926,4851,8642,655,6091,3670,78987,4194,3516,6662,657,659,90,4846,7042,23462,4087,182,6092,650
MITOCHONDRIAL TRNA PROCESSING%GOBP%GO:0090646	MITOCHONDRIAL TRNA PROCESSING	0.335011402533103	0.995888288971654	-1	84881,80324,55006,3028,57570,60528,51095,79828,54931,87178,54802,9692,9692
GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658	GLYCOSYL COMPOUND CATABOLIC PROCESS	0.33544681859472	0.995888288971654	1	55347,2990,57704,51071,4521,22875,4668,7378,161823,51816,2717,2519,4860,27350,100,2517,81602
POSITIVE REGULATION OF RNA SPLICING%GOBP%GO:0033120	POSITIVE REGULATION OF RNA SPLICING	0.335516835794954	0.995888288971654	1	27316,1207,3304,11338,1153,10419,4928,26528,9967,23064,79084,9588,494115,2081,29896,5935,54407,8882,55696,5430,5295,92906,22938,1859,10262,4686,22927,4691,6434,282996
TRNA CHARGING%BIOCYC%TRNA-CHARGING-PWY	TRNA CHARGING	0.335590555829341	0.995888288971654	-1	57038,57176,16,79587,8565,55157,2617,23395,57505,10056,79731,6897,5859,1615,23438,80222,5917,51067,6301,7453,2193,123283,92935,3735,55699,10667,833,2058,4677,10352,3035,7407,51520,25973,3376,124454,4141
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GOBP%GO:0006418	TRNA AMINOACYLATION FOR PROTEIN TRANSLATION	0.335590555829341	0.995888288971654	-1	57038,57176,16,79587,8565,55157,2617,23395,57505,10056,79731,6897,5859,1615,23438,80222,5917,51067,6301,7453,2193,123283,92935,3735,55699,10667,833,2058,4677,10352,3035,7407,51520,25973,3376,124454,4141
ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984	ER-NUCLEUS SIGNALING PATHWAY	0.335739491979359	0.995888288971654	-1	7494,7466,2932,9451,22937,55160,79871,7157,51360,51141,11160,22926,10613,4780,54499,54870,1965,6720,3638,1649,1388,468,6721,8720,58487
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS	0.33580674678842	0.995888288971654	1	523,509,529,535,10476,9550,521,91647,539,9296,10632,9605,533,526,528,517,506,518,527,522,514,515,51606,498,51382,9114,513,9551,64756,8992,516
STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051146	STRIATED MUSCLE CELL DIFFERENTIATION	0.336240934713461	0.995888288971654	-1	8470,6926,2314,10611,6495,1793,577,50804,9948,8912,8038,4208,9794,57538,4205,80313,3670,1525,51804,3880,58,3756,25776,975,928,58494,657,3084,10529,8837,3688,80206,858,2318,23363,1465,29766,5530,90,57190,6546,80005,29767,7168,6382,51548,6272,27063,79191,11214,5738,7111,23646,58529,57462,5629,5532,6497,1466,150094,10398,7138,84033,650,7422
PLACENTA DEVELOPMENT%GOBP%GO:0001890	PLACENTA DEVELOPMENT	0.336344943952016	0.995888288971654	1	5311,841,51673,56977,655,8728,142,3516,25879,5155,144455,5764,5747,7262,7942,23462,6665,10038,9820,3696,2263,5467,3481
REGULATION OF PROTEIN COMPLEX STABILITY%GOBP%GO:0061635	REGULATION OF PROTEIN COMPLEX STABILITY	0.336396118193544	0.995888288971654	-1	60592,11267,3312,5108,60684,8878,56926,22863,6892,79096,51295
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS	0.336525293853834	0.995888288971654	1	201562,79071,2180,64834,2182,51144,9524,60481,197322,2181,54898,23305
PRESYNAPTIC ENDOCYTOSIS%GOBP%GO:0140238	PRESYNAPTIC ENDOCYTOSIS	0.336928574477759	0.995888288971654	1	8871,6456,8301,6622,6455,273,6620,163,10239,2580,8867,1020,6453,6857,9892,1173,22829,84162,9829,54413,10947,22871,6861,85439,57502,6623,4983,6844,821,1176,1785,1759,57555,1175,23396,115548,26052,6457,6804,127833
SYNAPTIC VESICLE ENDOCYTOSIS%GOBP%GO:0048488	SYNAPTIC VESICLE ENDOCYTOSIS	0.336928574477759	0.995888288971654	1	8871,6456,8301,6622,6455,273,6620,163,10239,2580,8867,1020,6453,6857,9892,1173,22829,84162,9829,54413,10947,22871,6861,85439,57502,6623,4983,6844,821,1176,1785,1759,57555,1175,23396,115548,26052,6457,6804,127833
Quercetin and Nf-kB / AP-1 induced apoptosis%WikiPathways_20230910%WP2435%Homo sapiens	Quercetin and Nf-kB / AP-1 induced apoptosis	0.337498621174646	0.995888288971654	-1	5743,9817,4792,7975,4097,4780,2353,3725,4790,3551,7422
REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904035	REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS	0.33810767042338	0.995888288971654	-1	2934,7466,677,2621,10413,7057,26471,10498,5563,4760,196527,5335,2624,7857,5170,5598,3383,27250,9037,10298,5584,5054,958,2625,1003,6934,4780,7538,7128,666,4192,5562,79155,831,7040,889
VITAMIN B5 (PANTOTHENATE) METABOLISM%REACTOME DATABASE ID RELEASE 38%199220	VITAMIN B5 (PANTOTHENATE) METABOLISM	0.338513109572416	0.995888288971654	1	79646,79877,53354,80025,8034,51248,5168,8884,79717,60496,2194,55229,80347,284439
LEFT/RIGHT PATTERN FORMATION%GOBP%GO:0060972	LEFT/RIGHT PATTERN FORMATION	0.338790700545635	0.995888288971654	1	5311,10370,1855,8195,4851,4208,54806,27031,161582,1856,55212,84100,2348,9371,1954,63917,28514,83852,6722,65009,8481,56926,5991,55764,4087,57216,408050,129880
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-MEDIATED SIGNALING EVENTS	0.339198635225501	0.995888288971654	-1	2185,5894,5600,6850,6772,3265,1432,6654,5581,5921,4609,5595,5594,6777,5601,9021,2534,8027,8835,5604,4893,10254,5605,2885,3716,5290,387,1017,5295,6464,2353,3725,3845,9261,9846,5781,3667,5579,5599,6774,8660
PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009	PLASMA MEMBRANE ORGANIZATION	0.339960568515814	0.995888288971654	1	57132,9885,11252,309,6810,128866,25978,4627,55207,54874,5728,215,7852,23136,196527,2054,288,27183,10347,51652,53947,2348,55909,92421,928,51429,29763,274,857,7357,23208,858,287,5119,112574,85377,10211,9066,6609,286046,5864,1201,116238,9525,51510,1289,123720,27230,114786,9368,5359,343702,27243,257364,1191,79643,64801,93099,26509,6711,30846,8560,91782,55113,727910,29082,57048
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME%R-HSA-5693554.2	RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)	0.340418280405944	0.995888288971654	1	472,10524,5889,5892,10111,5932,79728,7486,80010,7156,7979,4361,4683,51750
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	0.340451413360596	0.995888288971654	-1	301,27286,5743,7057,1432,9734,5286,3091,2247,5335,2624,6868,5170,5155,6667,3162,5606,23411,958,2260,3315,10519,207,5578,506,3146,8817,7114,10000,4215,116150,25865,4846,498,51564,2113,57608,7040,7422
